type,code,description,exclude,
ICD-10,C852,Mediastinal (thymic) large B-cell lymphoma,0,"    ('ICD-10', 'C852', 'Mediastinal (thymic) large B-cell lymphoma', '0'),"
ICD-10,C857,Other specified types of non-Hodgkin lymphoma,0,"    ('ICD-10', 'C857', 'Other specified types of non-Hodgkin lymphoma', '0'),"
ICD-10,C859,"Non-Hodgkin lymphoma, unspecified",0,"    ('ICD-10', 'C859', 'Non-Hodgkin lymphoma, unspecified', '0'),"
ICD-10,C86,Other specified types of T/NK-cell lymphoma,0,"    ('ICD-10', 'C86', 'Other specified types of T/NK-cell lymphoma', '0'),"
ICD-10,C860,"Extranodal NK/T-cell lymphoma, nasal type",0,"    ('ICD-10', 'C860', 'Extranodal NK/T-cell lymphoma, nasal type', '0'),"
ICD-10,C861,Hepatosplenic T-cell lymphoma,0,"    ('ICD-10', 'C861', 'Hepatosplenic T-cell lymphoma', '0'),"
ICD-10,C862,Enteropathy-type (intestinal) T-cell lymphoma,0,"    ('ICD-10', 'C862', 'Enteropathy-type (intestinal) T-cell lymphoma', '0'),"
ICD-10,C863,Subcutaneous panniculitis-like T-cell lymphoma,0,"    ('ICD-10', 'C863', 'Subcutaneous panniculitis-like T-cell lymphoma', '0'),"
ICD-10,C864,Blastic NK-cell lymphoma,0,"    ('ICD-10', 'C864', 'Blastic NK-cell lymphoma', '0'),"
ICD-10,C865,Angioimmunoblastic T-cell lymphoma,0,"    ('ICD-10', 'C865', 'Angioimmunoblastic T-cell lymphoma', '0'),"
ICD-10,C866,Primary cutaneous CD30-positive T-cell proliferations,0,"    ('ICD-10', 'C866', 'Primary cutaneous CD30-positive T-cell proliferations', '0'),"
ICD-10,C88,Malignant immunoproliferative diseases,0,"    ('ICD-10', 'C88', 'Malignant immunoproliferative diseases', '0'),"
ICD-10,C880,Waldenström macroglobulinaemia,0,"    ('ICD-10', 'C880', 'Waldenström macroglobulinaemia', '0'),"
ICD-10,C881,Alpha heavy chain disease,0,"    ('ICD-10', 'C881', 'Alpha heavy chain disease', '0'),"
ICD-10,C882,Other heavy chain disease,0,"    ('ICD-10', 'C882', 'Other heavy chain disease', '0'),"
ICD-10,C883,Immunoproliferative small intestinal disease,0,"    ('ICD-10', 'C883', 'Immunoproliferative small intestinal disease', '0'),"
ICD-10,C884,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lyphoma],0,"    ('ICD-10', 'C884', 'Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lyphoma]', '0'),"
ICD-10,C887,Other malignant immunoproliferative diseases,0,"    ('ICD-10', 'C887', 'Other malignant immunoproliferative diseases', '0'),"
ICD-10,C889,"Malignant immunoproliferative disease, unspecified",0,"    ('ICD-10', 'C889', 'Malignant immunoproliferative disease, unspecified', '0'),"
ICD-10,C90,Multiple myeloma and malignant plasma cell neoplasms,0,"    ('ICD-10', 'C90', 'Multiple myeloma and malignant plasma cell neoplasms', '0'),"
ICD-10,C900,Multiple myeloma,0,"    ('ICD-10', 'C900', 'Multiple myeloma', '0'),"
ICD-10,C901,Plasma cell leukaemia,0,"    ('ICD-10', 'C901', 'Plasma cell leukaemia', '0'),"
ICD-10,C902,Extramedullary plasmacytoma,0,"    ('ICD-10', 'C902', 'Extramedullary plasmacytoma', '0'),"
ICD-10,C903,Solitary plasmacytoma,0,"    ('ICD-10', 'C903', 'Solitary plasmacytoma', '0'),"
ICD-10,C91,Lymphoid leukaemia,0,"    ('ICD-10', 'C91', 'Lymphoid leukaemia', '0'),"
ICD-10,C910,Acute lymphoblastic leukaemia [ALL],0,"    ('ICD-10', 'C910', 'Acute lymphoblastic leukaemia [ALL]', '0'),"
ICD-10,C911,Chronic lymphocytic leukaemia of B-cell type,0,"    ('ICD-10', 'C911', 'Chronic lymphocytic leukaemia of B-cell type', '0'),"
ICD-10,C913,Prolymphocytic leukaemia of B-cell type,0,"    ('ICD-10', 'C913', 'Prolymphocytic leukaemia of B-cell type', '0'),"
ICD-10,C914,Hairy-cell leukaemia,0,"    ('ICD-10', 'C914', 'Hairy-cell leukaemia', '0'),"
ICD-10,C915,Adult T-cell lymphoma/leukaemia [HTLV-1-associated],0,"    ('ICD-10', 'C915', 'Adult T-cell lymphoma/leukaemia [HTLV-1-associated]', '0'),"
ICD-10,C916,Prolymphocytic leukaemia of T-cell type,0,"    ('ICD-10', 'C916', 'Prolymphocytic leukaemia of T-cell type', '0'),"
ICD-10,C917,Other lymphoid leukaemia,0,"    ('ICD-10', 'C917', 'Other lymphoid leukaemia', '0'),"
ICD-10,C918,Mature B-cell leukaemia Burkitt-type,0,"    ('ICD-10', 'C918', 'Mature B-cell leukaemia Burkitt-type', '0'),"
ICD-10,C919,"Lymphoid leukaemia, unspecified",0,"    ('ICD-10', 'C919', 'Lymphoid leukaemia, unspecified', '0'),"
ICD-10,C92,Myeloid leukaemia,0,"    ('ICD-10', 'C92', 'Myeloid leukaemia', '0'),"
ICD-10,C920,Acute myeloblastic leukaemia [AML],0,"    ('ICD-10', 'C920', 'Acute myeloblastic leukaemia [AML]', '0'),"
ICD-10,C921,"Chronic myeloid leukaemia [CML], BCR/ABL-positive",0,"    ('ICD-10', 'C921', 'Chronic myeloid leukaemia [CML], BCR/ABL-positive', '0'),"
ICD-10,C922,"Atypical chronic myeloid leukaemia, BCR/ABL- negative",0,"    ('ICD-10', 'C922', 'Atypical chronic myeloid leukaemia, BCR/ABL- negative', '0'),"
ICD-10,C923,Myeloid sarcoma,0,"    ('ICD-10', 'C923', 'Myeloid sarcoma', '0'),"
ICD-10,C924,Acute promyelocytic leukaemia [PML],0,"    ('ICD-10', 'C924', 'Acute promyelocytic leukaemia [PML]', '0'),"
ICD-10,C925,Acute myelomonocytic leukaemia,0,"    ('ICD-10', 'C925', 'Acute myelomonocytic leukaemia', '0'),"
ICD-10,C926,Acute myeloid leukaemia with 11q23-abnormality,0,"    ('ICD-10', 'C926', 'Acute myeloid leukaemia with 11q23-abnormality', '0'),"
ICD-10,C927,Other myeloid leukaemia,0,"    ('ICD-10', 'C927', 'Other myeloid leukaemia', '0'),"
ICD-10,C928,Acute myeloid leukaemia with multilineage dysplasia,0,"    ('ICD-10', 'C928', 'Acute myeloid leukaemia with multilineage dysplasia', '0'),"
ICD-10,C929,"Myeloid leukaemia, unspecified",0,"    ('ICD-10', 'C929', 'Myeloid leukaemia, unspecified', '0'),"
ICD-10,C93,Monocytic leukaemia,0,"    ('ICD-10', 'C93', 'Monocytic leukaemia', '0'),"
ICD-10,C930,Acute monoblastic/monocytic leukaemia,0,"    ('ICD-10', 'C930', 'Acute monoblastic/monocytic leukaemia', '0'),"
ICD-10,C931,Chronic myelomonocytic leukaemia,0,"    ('ICD-10', 'C931', 'Chronic myelomonocytic leukaemia', '0'),"
ICD-10,C933,Juvenile myelomonocytic leukaemia,0,"    ('ICD-10', 'C933', 'Juvenile myelomonocytic leukaemia', '0'),"
ICD-10,C937,Other monocytic leukaemia,0,"    ('ICD-10', 'C937', 'Other monocytic leukaemia', '0'),"
ICD-10,C939,"Monocytic leukaemia, unspecified",0,"    ('ICD-10', 'C939', 'Monocytic leukaemia, unspecified', '0'),"
ICD-10,C94,Other leukaemias of specified cell type,0,"    ('ICD-10', 'C94', 'Other leukaemias of specified cell type', '0'),"
ICD-10,C941,Chronic leukaemia of unspecified cell type,0,"    ('ICD-10', 'C941', 'Chronic leukaemia of unspecified cell type', '0'),"
ICD-10,C940,Acute erythroid leukaemia,0,"    ('ICD-10', 'C940', 'Acute erythroid leukaemia', '0'),"
ICD-10,C942,Acute megakaryoblastic leukaemia,0,"    ('ICD-10', 'C942', 'Acute megakaryoblastic leukaemia', '0'),"
ICD-10,C943,Mast cell leukaemia,0,"    ('ICD-10', 'C943', 'Mast cell leukaemia', '0'),"
ICD-10,C944,Acute panmyelosis with myelofibrosis,0,"    ('ICD-10', 'C944', 'Acute panmyelosis with myelofibrosis', '0'),"
ICD-10,C945,Acute myelofibrosis,0,"    ('ICD-10', 'C945', 'Acute myelofibrosis', '0'),"
ICD-10,C946,"Myelodysplastic and myeloproliferative disease, not elsewhere classified",0,"    ('ICD-10', 'C946', 'Myelodysplastic and myeloproliferative disease, not elsewhere classified', '0'),"
ICD-10,C947,Other specified leukaemias,0,"    ('ICD-10', 'C947', 'Other specified leukaemias', '0'),"
ICD-10,C95,Leukaemia of unspecified cell type,0,"    ('ICD-10', 'C95', 'Leukaemia of unspecified cell type', '0'),"
ICD-10,C950,Acute leukaemia of unspecified cell type,0,"    ('ICD-10', 'C950', 'Acute leukaemia of unspecified cell type', '0'),"
ICD-10,C951,Chronic leukaemia of unspecified cell type,0,"    ('ICD-10', 'C951', 'Chronic leukaemia of unspecified cell type', '0'),"
ICD-10,C957,Other leukaemia of unspecified cell type,0,"    ('ICD-10', 'C957', 'Other leukaemia of unspecified cell type', '0'),"
ICD-10,C959,"Leukaemia, unspecified",0,"    ('ICD-10', 'C959', 'Leukaemia, unspecified', '0'),"
ICD-10,C96,"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",0,"    ('ICD-10', 'C96', 'Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue', '0'),"
ICD-10,C960,Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis [Letterer-Siwe disease],0,"    ('ICD-10', 'C960', 'Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis [Letterer-Siwe disease]', '0'),"
ICD-10,C961,Malignant histiocytosis,0,"    ('ICD-10', 'C961', 'Malignant histiocytosis', '0'),"
ICD-10,C962,Malignant mast cell tumour,0,"    ('ICD-10', 'C962', 'Malignant mast cell tumour', '0'),"
ICD-10,C964,Sarcoma of dendritic cells (accessory cells),0,"    ('ICD-10', 'C964', 'Sarcoma of dendritic cells (accessory cells)', '0'),"
ICD-10,C965,Multifocal and unisystemic Langerhans-cell histiocytosis,0,"    ('ICD-10', 'C965', 'Multifocal and unisystemic Langerhans-cell histiocytosis', '0'),"
ICD-10,C966,Unifocal Langerhans-cell histiocytosis,0,"    ('ICD-10', 'C966', 'Unifocal Langerhans-cell histiocytosis', '0'),"
ICD-10,C967,"Other specified malignant neoplasms of lymphoid, haematopoietic and related tissue",0,"    ('ICD-10', 'C967', 'Other specified malignant neoplasms of lymphoid, haematopoietic and related tissue', '0'),"
ICD-10,C968,Histiocytic sarcoma,0,"    ('ICD-10', 'C968', 'Histiocytic sarcoma', '0'),"
ICD-10,C969,"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified",0,"    ('ICD-10', 'C969', 'Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified', '0'),"
ICD-10,C97,Malignant neoplasms of independent (primary) multiple sites,0,"    ('ICD-10', 'C97', 'Malignant neoplasms of independent (primary) multiple sites', '0'),"
SNOMED CT,9893005,Immunodeficiency with thymoma (disorder),0,"    ('SNOMED CT', '9893005', 'Immunodeficiency with thymoma (disorder)', '0'),"
SNOMED CT,16341002,Parapsoriasis lichenoides (disorder),0,"    ('SNOMED CT', '16341002', 'Parapsoriasis lichenoides (disorder)', '0'),"
SNOMED CT,23833000,Poisoning caused by antineoplastic AND/OR immunosuppressive drug (disorder),0,"    ('SNOMED CT', '23833000', 'Poisoning caused by antineoplastic AND/OR immunosuppressive drug (disorder)', '0'),"
SNOMED CT,30664006,"Multiple endocrine neoplasia, type 1 (disorder)",0,"    ('SNOMED CT', '30664006', 'Multiple endocrine neoplasia, type 1 (disorder)', '0'),"
SNOMED CT,31047003,Lymphomatoid papulosis (disorder),0,"    ('SNOMED CT', '31047003', 'Lymphomatoid papulosis (disorder)', '0'),"
SNOMED CT,32278006,Myeloma kidney,0,"    ('SNOMED CT', '32278006', 'Myeloma kidney', '0'),"
SNOMED CT,35868009,Carcinoid syndrome (disorder),0,"    ('SNOMED CT', '35868009', 'Carcinoid syndrome (disorder)', '0'),"
SNOMED CT,38216008,Infusion chemotherapy for malignant neoplasm,0,"    ('SNOMED CT', '38216008', 'Infusion chemotherapy for malignant neoplasm', '0'),"
SNOMED CT,39795003,Hand-Schuller-Christian disease (disorder),0,"    ('SNOMED CT', '39795003', 'Hand-Schuller-Christian disease (disorder)', '0'),"
SNOMED CT,53523003,Poisoning caused by cactinomycin (disorder),0,"    ('SNOMED CT', '53523003', 'Poisoning caused by cactinomycin (disorder)', '0'),"
SNOMED CT,58961005,Lethal midline granuloma (disorder),0,"    ('SNOMED CT', '58961005', 'Lethal midline granuloma (disorder)', '0'),"
SNOMED CT,62497000,Stewart-Treves syndrome (disorder),0,"    ('SNOMED CT', '62497000', 'Stewart-Treves syndrome (disorder)', '0'),"
SNOMED CT,65399007,Langerhans cell histiocytosis (disorder),0,"    ('SNOMED CT', '65399007', 'Langerhans cell histiocytosis (disorder)', '0'),"
SNOMED CT,68979007,Heavy chain disease (disorder),0,"    ('SNOMED CT', '68979007', 'Heavy chain disease (disorder)', '0'),"
SNOMED CT,69408002,Gorlin syndrome (disorder),0,"    ('SNOMED CT', '69408002', 'Gorlin syndrome (disorder)', '0'),"
SNOMED CT,71985006,Carcinomatous myopathic syndrome (disorder),0,"    ('SNOMED CT', '71985006', 'Carcinomatous myopathic syndrome (disorder)', '0'),"
SNOMED CT,79268002,"Polyneuropathy, organomegaly, endocrinopathy, monoclonal gammopathy, and<br>skin changes syndrome (disorder)",0,"    ('SNOMED CT', '79268002', 'Polyneuropathy, organomegaly, endocrinopathy, monoclonal gammopathy, and<br>skin changes syndrome (disorder)', '0'),"
SNOMED CT,80914001,Anaplasia of cervix (disorder),0,"    ('SNOMED CT', '80914001', 'Anaplasia of cervix (disorder)', '0'),"
SNOMED CT,83270006,Neoplastic pleural effusion (disorder),0,"    ('SNOMED CT', '83270006', 'Neoplastic pleural effusion (disorder)', '0'),"
SNOMED CT,87776000,Intra-arterial infusion of antineoplastic agent (procedure),0,"    ('SNOMED CT', '87776000', 'Intra-arterial infusion of antineoplastic agent (procedure)', '0'),"
SNOMED CT,91855006,Acute leukemia,0,"    ('SNOMED CT', '91855006', 'Acute leukemia', '0'),"
SNOMED CT,91857003,Acute lymphoid leukemia,0,"    ('SNOMED CT', '91857003', 'Acute lymphoid leukemia', '0'),"
SNOMED CT,91861009,Acute myeloid leukemia,0,"    ('SNOMED CT', '91861009', 'Acute myeloid leukemia', '0'),"
SNOMED CT,92754004,Carcinoma in situ of spleen (disorder),0,"    ('SNOMED CT', '92754004', 'Carcinoma in situ of spleen (disorder)', '0'),"
SNOMED CT,92767001,Carcinoma in situ of thyroid gland (disorder),0,"    ('SNOMED CT', '92767001', 'Carcinoma in situ of thyroid gland (disorder)', '0'),"
SNOMED CT,92812005,Chronic leukemia,0,"    ('SNOMED CT', '92812005', 'Chronic leukemia', '0'),"
SNOMED CT,92814006,Chronic lymphoid leukemia,0,"    ('SNOMED CT', '92814006', 'Chronic lymphoid leukemia', '0'),"
SNOMED CT,92818009,Chronic myeloid leukemia,0,"    ('SNOMED CT', '92818009', 'Chronic myeloid leukemia', '0'),"
SNOMED CT,93133006,Letterer-Siwe disease of intra-abdominal lymph nodes (disorder),0,"    ('SNOMED CT', '93133006', 'Letterer-Siwe disease of intra-abdominal lymph nodes (disorder)', '0'),"
SNOMED CT,93135004,Letterer-Siwe disease of intrathoracic lymph nodes,0,"    ('SNOMED CT', '93135004', 'Letterer-Siwe disease of intrathoracic lymph nodes', '0'),"
SNOMED CT,93137007,"Letterer-Siwe disease of lymph nodes of head, face AND/OR neck (disorder)",0,"    ('SNOMED CT', '93137007', 'Letterer-Siwe disease of lymph nodes of head, face AND/OR neck (disorder)', '0'),"
SNOMED CT,93138002,Letterer-Siwe disease of lymph nodes of inguinal region AND/OR lower limb (disorder),0,"    ('SNOMED CT', '93138002', 'Letterer-Siwe disease of lymph nodes of inguinal region AND/OR lower limb (disorder)', '0'),"
SNOMED CT,93139005,Letterer-Siwe disease of lymph nodes of multiple sites,0,"    ('SNOMED CT', '93139005', 'Letterer-Siwe disease of lymph nodes of multiple sites', '0'),"
SNOMED CT,93140007,Letterer-Siwe disease of spleen (disorder),0,"    ('SNOMED CT', '93140007', 'Letterer-Siwe disease of spleen (disorder)', '0'),"
SNOMED CT,93143009,Leukaemia,0,"    ('SNOMED CT', '93143009', 'Leukaemia', '0'),"
SNOMED CT,93146001,Leukemic reticuloendotheliosis of intrathoracic lymph nodes,0,"    ('SNOMED CT', '93146001', 'Leukemic reticuloendotheliosis of intrathoracic lymph nodes', '0'),"
SNOMED CT,93182006,Malignant histiocytosis of intra-abdominal lymph nodes,0,"    ('SNOMED CT', '93182006', 'Malignant histiocytosis of intra-abdominal lymph nodes', '0'),"
SNOMED CT,93183001,Malignant histiocytosis of intrapelvic lymph nodes (disorder),0,"    ('SNOMED CT', '93183001', 'Malignant histiocytosis of intrapelvic lymph nodes (disorder)', '0'),"
SNOMED CT,93184007,Malignant histiocytosis of intrathoracic lymph nodes (disorder),0,"    ('SNOMED CT', '93184007', 'Malignant histiocytosis of intrathoracic lymph nodes (disorder)', '0'),"
SNOMED CT,93188005,Malignant histiocytosis of lymph nodes of multiple sites (disorder),0,"    ('SNOMED CT', '93188005', 'Malignant histiocytosis of lymph nodes of multiple sites (disorder)', '0'),"
SNOMED CT,93189002,Malignant histiocytosis of spleen (disorder),0,"    ('SNOMED CT', '93189002', 'Malignant histiocytosis of spleen (disorder)', '0'),"
SNOMED CT,93191005,Malignant lymphoma of intra-abdominal lymph nodes,0,"    ('SNOMED CT', '93191005', 'Malignant lymphoma of intra-abdominal lymph nodes', '0'),"
SNOMED CT,93192003,Malignant lymphoma of intrapelvic lymph nodes,0,"    ('SNOMED CT', '93192003', 'Malignant lymphoma of intrapelvic lymph nodes', '0'),"
SNOMED CT,93193008,Malignant lymphoma of intrathoracic lymph nodes,0,"    ('SNOMED CT', '93193008', 'Malignant lymphoma of intrathoracic lymph nodes', '0'),"
SNOMED CT,93194002,Malignant lymphoma of lymph nodes of axilla AND/OR upper limb,0,"    ('SNOMED CT', '93194002', 'Malignant lymphoma of lymph nodes of axilla AND/OR upper limb', '0'),"
SNOMED CT,93195001,"Malignant lymphoma of lymph nodes of head, face AND/OR neck",0,"    ('SNOMED CT', '93195001', 'Malignant lymphoma of lymph nodes of head, face AND/OR neck', '0'),"
SNOMED CT,93196000,Malignant lymphoma of lymph nodes of inguinal region AND/OR lower limb,0,"    ('SNOMED CT', '93196000', 'Malignant lymphoma of lymph nodes of inguinal region AND/OR lower limb', '0'),"
SNOMED CT,93197009,Malignant lymphoma of lymph nodes of multiple sites,0,"    ('SNOMED CT', '93197009', 'Malignant lymphoma of lymph nodes of multiple sites', '0'),"
SNOMED CT,93198004,Malignant lymphoma of spleen,0,"    ('SNOMED CT', '93198004', 'Malignant lymphoma of spleen', '0'),"
SNOMED CT,93209006,Malignant melanoma of perianal skin (disorder),0,"    ('SNOMED CT', '93209006', 'Malignant melanoma of perianal skin (disorder)', '0'),"
SNOMED CT,93210001,Malignant melanoma of skin of abdomen (disorder),0,"    ('SNOMED CT', '93210001', 'Malignant melanoma of skin of abdomen (disorder)', '0'),"
SNOMED CT,93217003,Malignant melanoma of skin of cheek,0,"    ('SNOMED CT', '93217003', 'Malignant melanoma of skin of cheek', '0'),"
SNOMED CT,93223008,Malignant melanoma of skin of eyebrow,0,"    ('SNOMED CT', '93223008', 'Malignant melanoma of skin of eyebrow', '0'),"
SNOMED CT,93225001,Malignant melanoma of skin of face,0,"    ('SNOMED CT', '93225001', 'Malignant melanoma of skin of face', '0'),"
SNOMED CT,93230002,Malignant melanoma of skin of groin (disorder),0,"    ('SNOMED CT', '93230002', 'Malignant melanoma of skin of groin (disorder)', '0'),"
SNOMED CT,93451002,Erythroleukaemia,0,"    ('SNOMED CT', '93451002', 'Erythroleukaemia', '0'),"
SNOMED CT,93493001,"Hodgkin's disease, lymphocytic-histiocytic predominance of intra-abdominal lymph nodes",0,"    ('SNOMED CT', '93493001', 'Hodgkin's disease, lymphocytic-histiocytic predominance of intra-abdominal lymph nodes', '0'),"
SNOMED CT,93494007,"Hodgkin's disease, lymphocytic-histiocytic predominance of intrapelvic lymph nodes",0,"    ('SNOMED CT', '93494007', 'Hodgkin's disease, lymphocytic-histiocytic predominance of intrapelvic lymph nodes', '0'),"
SNOMED CT,93495008,"Hodgkin's disease, lymphocytic-histiocytic predominance of intrathoracic lymph nodes",0,"    ('SNOMED CT', '93495008', 'Hodgkin's disease, lymphocytic-histiocytic predominance of intrathoracic lymph nodes', '0'),"
SNOMED CT,93518009,"Hodgkin's disease, nodular sclerosis of spleen (disorder)",0,"    ('SNOMED CT', '93518009', 'Hodgkin's disease, nodular sclerosis of spleen (disorder)', '0'),"
SNOMED CT,93520007,Hodgkin's disease of intra-abdominal lymph nodes (disorder),0,"    ('SNOMED CT', '93520007', 'Hodgkin's disease of intra-abdominal lymph nodes (disorder)', '0'),"
SNOMED CT,93521006,Hodgkin's disease of intrapelvic lymph nodes (disorder),0,"    ('SNOMED CT', '93521006', 'Hodgkin's disease of intrapelvic lymph nodes (disorder)', '0'),"
SNOMED CT,93522004,Hodgkin's disease of intrathoracic lymph nodes,0,"    ('SNOMED CT', '93522004', 'Hodgkin's disease of intrathoracic lymph nodes', '0'),"
SNOMED CT,93523009,Hodgkin's disease of lymph nodes of axilla AND/OR upper limb,0,"    ('SNOMED CT', '93523009', 'Hodgkin's disease of lymph nodes of axilla AND/OR upper limb', '0'),"
SNOMED CT,93524003,"Hodgkin's disease of lymph nodes of head, face AND/OR neck",0,"    ('SNOMED CT', '93524003', 'Hodgkin's disease of lymph nodes of head, face AND/OR neck', '0'),"
SNOMED CT,93525002,Hodgkin's disease of lymph nodes of inguinal region AND/OR lower limb,0,"    ('SNOMED CT', '93525002', 'Hodgkin's disease of lymph nodes of inguinal region AND/OR lower limb', '0'),"
SNOMED CT,93526001,Hodgkin's disease of lymph nodes of multiple sites,0,"    ('SNOMED CT', '93526001', 'Hodgkin's disease of lymph nodes of multiple sites', '0'),"
SNOMED CT,93527005,Hodgkin's disease of spleen,0,"    ('SNOMED CT', '93527005', 'Hodgkin's disease of spleen', '0'),"
SNOMED CT,93531004,Hodgkin's granuloma of intrathoracic lymph nodes (disorder),0,"    ('SNOMED CT', '93531004', 'Hodgkin's granuloma of intrathoracic lymph nodes (disorder)', '0'),"
SNOMED CT,93536009,Hodgkin's granuloma of spleen (disorder),0,"    ('SNOMED CT', '93536009', 'Hodgkin's granuloma of spleen (disorder)', '0'),"
SNOMED CT,93541001,Hodgkin's paragranuloma of lymph nodes of axilla AND/OR upper limb (disorder),0,"    ('SNOMED CT', '93541001', 'Hodgkin's paragranuloma of lymph nodes of axilla AND/OR upper limb (disorder)', '0'),"
SNOMED CT,93542008,"Hodgkin's paragranuloma of lymph nodes of head, face AND/OR neck",0,"    ('SNOMED CT', '93542008', 'Hodgkin's paragranuloma of lymph nodes of head, face AND/OR neck', '0'),"
SNOMED CT,93545005,Hodgkin's paragranuloma of spleen (disorder),0,"    ('SNOMED CT', '93545005', 'Hodgkin's paragranuloma of spleen (disorder)', '0'),"
SNOMED CT,93547002,Hodgkin's sarcoma of intra-abdominal lymph nodes (disorder),0,"    ('SNOMED CT', '93547002', 'Hodgkin's sarcoma of intra-abdominal lymph nodes (disorder)', '0'),"
SNOMED CT,93549004,Hodgkin's sarcoma of intrathoracic lymph nodes (disorder),0,"    ('SNOMED CT', '93549004', 'Hodgkin's sarcoma of intrathoracic lymph nodes (disorder)', '0'),"
SNOMED CT,93643005,Malignant melanoma of skin of nose,0,"    ('SNOMED CT', '93643005', 'Malignant melanoma of skin of nose', '0'),"
SNOMED CT,93647006,Malignant melanoma of skin of shoulder (disorder),0,"    ('SNOMED CT', '93647006', 'Malignant melanoma of skin of shoulder (disorder)', '0'),"
SNOMED CT,93651008,Malignant melanoma of skin of trunk,0,"    ('SNOMED CT', '93651008', 'Malignant melanoma of skin of trunk', '0'),"
SNOMED CT,93655004,Malignant melanoma of skin,0,"    ('SNOMED CT', '93655004', 'Malignant melanoma of skin', '0'),"
SNOMED CT,93661001,Primary malignant neoplasm of acromion (disorder),0,"    ('SNOMED CT', '93661001', 'Primary malignant neoplasm of acromion (disorder)', '0'),"
SNOMED CT,93665005,Primary malignant neoplasm of adrenal gland (disorder),0,"    ('SNOMED CT', '93665005', 'Primary malignant neoplasm of adrenal gland (disorder)', '0'),"
SNOMED CT,93669004,Primary malignant neoplasm of anal canal (disorder),0,"    ('SNOMED CT', '93669004', 'Primary malignant neoplasm of anal canal (disorder)', '0'),"
SNOMED CT,93676009,Primary malignant neoplasm of anus (disorder),0,"    ('SNOMED CT', '93676009', 'Primary malignant neoplasm of anus (disorder)', '0'),"
SNOMED CT,93677000,Malignant neoplasm of aortic body,0,"    ('SNOMED CT', '93677000', 'Malignant neoplasm of aortic body', '0'),"
SNOMED CT,93679002,Primary malignant neoplasm of appendix (disorder),0,"    ('SNOMED CT', '93679002', 'Primary malignant neoplasm of appendix (disorder)', '0'),"
SNOMED CT,93680004,Malignant neoplasm of areola of female breast,0,"    ('SNOMED CT', '93680004', 'Malignant neoplasm of areola of female breast', '0'),"
SNOMED CT,93681000,Malignant neoplasm of areola of male breast,0,"    ('SNOMED CT', '93681000', 'Malignant neoplasm of areola of male breast', '0'),"
SNOMED CT,93683002,Primary malignant neoplasm of ascending colon (disorder),0,"    ('SNOMED CT', '93683002', 'Primary malignant neoplasm of ascending colon (disorder)', '0'),"
SNOMED CT,93687001,Primary malignant neoplasm of base of tongue (disorder),0,"    ('SNOMED CT', '93687001', 'Primary malignant neoplasm of base of tongue (disorder)', '0'),"
SNOMED CT,93689003,Primary malignant neoplasm of bladder (disorder),0,"    ('SNOMED CT', '93689003', 'Primary malignant neoplasm of bladder (disorder)', '0'),"
SNOMED CT,93725000,Malignant neoplasm of bone,0,"    ('SNOMED CT', '93725000', 'Malignant neoplasm of bone', '0'),"
SNOMED CT,93727008,Primary malignant neoplasm of brain (disorder),0,"    ('SNOMED CT', '93727008', 'Primary malignant neoplasm of brain (disorder)', '0'),"
SNOMED CT,93728003,Malignant neoplasm of broad ligament,0,"    ('SNOMED CT', '93728003', 'Malignant neoplasm of broad ligament', '0'),"
SNOMED CT,93734005,Primary malignant neoplasm of bronchus (disorder),0,"    ('SNOMED CT', '93734005', 'Primary malignant neoplasm of bronchus (disorder)', '0'),"
SNOMED CT,93745008,Primary malignant neoplasm of central portion of female breast (disorder),0,"    ('SNOMED CT', '93745008', 'Primary malignant neoplasm of central portion of female breast (disorder)', '0'),"
SNOMED CT,93746009,Malignant neoplasm of cerebellum,0,"    ('SNOMED CT', '93746009', 'Malignant neoplasm of cerebellum', '0'),"
SNOMED CT,93753000,Primary malignant neoplasm of cheek (disorder),0,"    ('SNOMED CT', '93753000', 'Primary malignant neoplasm of cheek (disorder)', '0'),"
SNOMED CT,93757004,Malignant neoplasm of clavicle,0,"    ('SNOMED CT', '93757004', 'Malignant neoplasm of clavicle', '0'),"
SNOMED CT,93759001,Malignant neoplasm of coccygeal body,0,"    ('SNOMED CT', '93759001', 'Malignant neoplasm of coccygeal body', '0'),"
SNOMED CT,93761005,Primary malignant neoplasm of colon (disorder),0,"    ('SNOMED CT', '93761005', 'Primary malignant neoplasm of colon (disorder)', '0'),"
SNOMED CT,93763008,Malignant neoplasm of common bile duct,0,"    ('SNOMED CT', '93763008', 'Malignant neoplasm of common bile duct', '0'),"
SNOMED CT,93769007,Primary malignant neoplasm of cuboid (disorder),0,"    ('SNOMED CT', '93769007', 'Primary malignant neoplasm of cuboid (disorder)', '0'),"
SNOMED CT,93770008,Malignant neoplasm of cystic duct,0,"    ('SNOMED CT', '93770008', 'Malignant neoplasm of cystic duct', '0'),"
